assay_param_id,assay_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments
3720077,45661,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3720078,45662,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3720079,45663,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3720080,45664,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720081,45665,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720082,45672,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3720083,45673,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3720084,45674,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3720085,45675,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720086,45676,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720087,45685,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720088,45686,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720089,45687,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720090,45837,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720091,45837,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720092,45838,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720093,45838,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720094,45839,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720095,45839,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720096,45840,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720097,45840,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720098,45841,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720099,45841,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720100,45842,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720101,45842,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720102,45849,DOSE,=,0.1,mg/kg,,DOSE,=,0.1,mg.kg-1,,
3720103,45850,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3720104,45851,DOSE,=,0.1,mg/kg,,DOSE,=,0.1,mg.kg-1,,
3720105,45851,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720106,45852,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3720107,45852,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720108,45853,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720109,45853,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720110,45854,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3720111,45854,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720112,45855,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720113,45855,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720114,45859,DOSE,=,0.03,mg/kg,,DOSE,=,0.03,mg.kg-1,,
3720115,45859,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720116,45860,DOSE,=,0.1,mg/kg,,DOSE,=,0.1,mg.kg-1,,
3720117,45860,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720118,45861,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3720119,45861,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720120,45862,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3720121,45862,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720122,45863,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3720123,45863,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720124,45864,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720125,45864,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720126,45865,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720127,45865,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720128,45866,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720129,45866,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720130,45867,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3720131,45867,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720132,45870,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720133,45870,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720134,45871,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720135,45871,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720136,45872,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3720137,45872,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720138,45873,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3720139,45873,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720140,45877,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720141,45877,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720142,45878,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3720143,45878,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720144,45879,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720145,46030,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720146,46031,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720147,46032,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720148,46051,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3720149,46051,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720150,46052,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720151,46052,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720152,46053,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720153,46053,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720154,46054,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720155,46054,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720156,46055,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720157,46055,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720158,46056,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720159,46056,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720160,46057,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720161,46057,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720162,46058,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720163,46058,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720164,46059,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720165,46059,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720166,46190,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720167,46190,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720168,46191,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720169,46191,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720170,46192,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720171,46192,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720172,46193,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720173,46193,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720174,46194,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720175,46194,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720176,46195,DOSE,=,0.15,mg/kg,,DOSE,=,0.15,mg.kg-1,,
3720177,46195,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720178,46196,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3720179,46196,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720180,46197,DOSE,=,0.75,mg/kg,,DOSE,=,0.75,mg.kg-1,,
3720181,46197,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720182,46198,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,
3720183,46198,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720184,46199,DOSE,=,1.5,mg/kg,,DOSE,=,1.5,mg.kg-1,,
3720185,46199,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720186,46200,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720187,46200,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720188,46201,DOSE,=,2.25,mg/kg,,DOSE,=,2.25,mg.kg-1,,
3720189,46205,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720190,46205,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720191,46206,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720192,46206,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720193,46207,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720194,46207,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720195,46208,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720196,46208,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720197,46209,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720198,46209,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720199,46210,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720200,46210,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720201,46218,DOSE,=,0.03,mg/kg,,DOSE,=,0.03,mg.kg-1,,
3720202,46218,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720203,46219,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3720204,46219,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720205,46220,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720206,46220,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720207,46221,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720208,46221,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720209,46222,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3720210,46222,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720211,46230,DOSE,=,0.016,mg/kg,,DOSE,=,0.016,mg.kg-1,,
3720212,46231,DOSE,=,0.016,mg/kg,,DOSE,=,0.016,mg.kg-1,,
3720213,46232,DOSE,=,0.016,mg/kg,,DOSE,=,0.016,mg.kg-1,,
3720214,46356,DOSE,=,0.016,mg/kg,,DOSE,=,0.016,mg.kg-1,,
3720215,46357,DOSE,=,0.016,mg/kg,,DOSE,=,0.016,mg.kg-1,,
3720216,46358,DOSE,=,0.016,mg/kg,,DOSE,=,0.016,mg.kg-1,,
3720217,46359,DOSE,=,0.016,mg/kg,,DOSE,=,0.016,mg.kg-1,,
3720218,46360,DOSE,=,0.016,mg/kg,,DOSE,=,0.016,mg.kg-1,,
3720219,46361,DOSE,=,0.016,mg/kg,,DOSE,=,0.016,mg.kg-1,,
3720220,46362,DOSE,=,0.016,mg/kg,,DOSE,=,0.016,mg.kg-1,,
3720221,46363,DOSE,=,0.016,mg/kg,,DOSE,=,0.016,mg.kg-1,,
3720222,46364,DOSE,=,0.016,mg/kg,,DOSE,=,0.016,mg.kg-1,,
3720223,46365,DOSE,=,0.031,mg/kg,,DOSE,=,0.031,mg.kg-1,,
3720224,46366,DOSE,=,0.031,mg/kg,,DOSE,=,0.031,mg.kg-1,,
3720225,46367,DOSE,=,0.031,mg/kg,,DOSE,=,0.031,mg.kg-1,,
3720226,46368,DOSE,=,0.031,mg/kg,,DOSE,=,0.031,mg.kg-1,,
3720227,46369,DOSE,=,0.031,mg/kg,,DOSE,=,0.031,mg.kg-1,,
3720228,46370,DOSE,=,0.031,mg/kg,,DOSE,=,0.031,mg.kg-1,,
3720229,46371,DOSE,=,0.031,mg/kg,,DOSE,=,0.031,mg.kg-1,,
3720230,46372,DOSE,=,0.031,mg/kg,,DOSE,=,0.031,mg.kg-1,,
3720231,46373,DOSE,=,0.031,mg/kg,,DOSE,=,0.031,mg.kg-1,,
3720232,46374,DOSE,=,0.031,mg/kg,,DOSE,=,0.031,mg.kg-1,,
3720233,46375,DOSE,=,0.031,mg/kg,,DOSE,=,0.031,mg.kg-1,,
3720234,46376,DOSE,=,0.031,mg/kg,,DOSE,=,0.031,mg.kg-1,,
3720235,46377,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720236,46378,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720237,46379,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720238,46380,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720239,46381,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720240,46382,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720241,46383,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720242,46384,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720243,46385,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720244,46386,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720245,46387,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720246,46388,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720247,46389,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720248,46390,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720249,46391,DOSE,=,0.063,mg/kg,,DOSE,=,0.063,mg.kg-1,,
3720250,46392,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720251,46393,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720252,46394,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720253,46395,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720254,46396,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720255,46529,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720256,46530,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720257,46531,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720258,46532,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720259,46533,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720260,46534,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720261,46535,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720262,46536,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720263,46537,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720264,46538,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720265,46539,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720266,46540,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720267,46541,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720268,46542,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720269,46543,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720270,46544,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720271,46545,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720272,46546,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720273,46547,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3720274,46548,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720275,46549,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720276,46550,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720277,46551,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720278,46552,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720279,46553,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720280,46554,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720281,46555,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720282,46556,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720283,46557,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720284,46558,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720285,46559,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720286,46560,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720287,46561,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720288,46562,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720289,46563,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720290,46564,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720291,46565,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720292,46566,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720293,46567,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720294,46568,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720295,46569,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720296,46570,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720297,46710,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720298,46711,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720299,46712,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720300,46713,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3720301,46716,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720302,46717,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720303,46718,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720304,46719,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720305,46731,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720306,46735,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720307,46737,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720308,46738,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720309,46739,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3720310,46740,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720311,46741,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720312,46742,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720313,46743,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720314,46879,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720315,46879,ROUTE,,,,Oral,ROUTE,,,,Oral,
3720316,46880,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720317,46880,ROUTE,,,,Oral,ROUTE,,,,Oral,
3720318,47038,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720319,47052,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720320,47052,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720321,47053,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720322,47053,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720323,47139,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3720324,47139,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3720325,47173,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720326,47173,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720327,47174,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720328,47174,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720329,47175,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720330,47175,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720331,47176,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720332,47176,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720333,47177,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720334,47177,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720335,47178,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720336,47178,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720337,47179,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720338,47179,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720339,47180,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720340,47180,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720341,47181,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720342,47181,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720343,47182,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720344,47182,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720345,47183,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720346,47183,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720347,47184,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720348,47184,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720349,47185,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720350,47185,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720351,47186,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720352,47186,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720353,47187,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720354,47187,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720355,47188,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720356,47188,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720357,47189,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720358,47189,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720359,47190,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720360,47190,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720361,47191,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720362,47191,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720363,47192,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720364,47192,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720365,47193,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720366,47193,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720367,47194,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720368,47194,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720369,47195,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720370,47195,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720371,47196,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3720372,47196,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3720373,47197,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720374,47197,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720375,47198,DOSE,=,0.15,mg/kg,,DOSE,=,0.15,mg.kg-1,,
3720376,47198,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720377,47199,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3720378,47199,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720379,47200,DOSE,=,0.75,mg/kg,,DOSE,=,0.75,mg.kg-1,,
3720380,47200,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720381,47201,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,
3720382,47201,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720383,47202,DOSE,=,1.5,mg/kg,,DOSE,=,1.5,mg.kg-1,,
3720384,47202,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720385,47203,DOSE,=,0.15,mg/kg,,DOSE,=,0.15,mg.kg-1,,
3720386,47203,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720387,47204,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3720388,47204,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720389,47205,DOSE,=,0.75,mg/kg,,DOSE,=,0.75,mg.kg-1,,
3720390,47205,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
