molregno,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score
8934,200.19,-1.19,5.0,2.0,84.32,4.0,N,0.0,9.97,,-0.86,-0.86,NEUTRAL,200.19,1.0,14.0,0.6,200.0797,C8H12N2O4,6.0,2.0,0.0,-0.43
8935,399.58,6.93,2.0,0.0,12.47,10.0,N,1.0,,6.69,7.62,7.54,NEUTRAL,399.58,3.0,30.0,0.27,399.2562,C28H33NO,2.0,0.0,1.0,-0.39
8936,361.36,0.58,7.0,4.0,161.07,7.0,N,0.0,,12.56,-0.5,-2.91,BASE,361.36,2.0,26.0,0.25,361.1499,C15H19N7O4,11.0,5.0,1.0,-0.98
8938,345.49,4.47,2.0,2.0,40.71,9.0,N,0.0,,9.64,4.46,2.21,BASE,345.49,3.0,26.0,0.6,345.2205,C23H27N3,3.0,2.0,0.0,-0.59
8939,385.49,3.57,4.0,2.0,83.47,8.0,N,0.0,3.6,,4.21,0.87,ACID,385.49,2.0,27.0,0.73,385.1348,C21H23NO4S,5.0,2.0,0.0,-0.19
8940,185.18,-1.21,6.0,2.0,90.37,4.0,N,0.0,,,-1.64,-1.64,NEUTRAL,185.18,1.0,13.0,0.57,185.08,C7H11N3O3,6.0,3.0,0.0,-0.02
8941,290.27,0.37,6.0,1.0,90.39,6.0,N,0.0,9.71,,1.24,1.23,NEUTRAL,290.27,2.0,21.0,0.61,290.0903,C14H14N2O5,7.0,1.0,0.0,-0.61
8943,294.28,1.57,6.0,3.0,111.9,4.0,N,0.0,3.18,,2.18,-1.3,ACID,294.28,1.0,20.0,0.72,294.0198,C13H10O6S,6.0,3.0,0.0,0.74
8945,390.24,2.81,7.0,2.0,99.08,2.0,N,0.0,11.42,,3.69,3.69,NEUTRAL,390.24,3.0,24.0,0.65,389.0487,C16H16BrN5O2,7.0,3.0,0.0,-0.27
8946,443.61,4.47,4.0,2.0,83.47,8.0,N,0.0,3.61,,4.76,1.43,ACID,443.61,1.0,31.0,0.62,443.213,C25H33NO4S,5.0,2.0,0.0,0.01
8947,286.27,1.58,7.0,2.0,91.9,0.0,N,0.0,8.33,3.71,2.48,2.44,NEUTRAL,286.27,3.0,20.0,0.48,286.0048,C13H6N2O4S,6.0,2.0,0.0,-0.1
8948,755.14,8.83,5.0,5.0,135.96,16.0,N,2.0,4.54,0.76,8.01,5.24,ACID,755.14,0.0,54.0,0.08,754.586,C46H78N2O6,8.0,5.0,2.0,1.96
8949,191.26,2.1,3.0,1.0,41.57,3.0,Y,0.0,9.27,,2.74,2.73,NEUTRAL,191.26,2.0,13.0,0.76,191.0517,C9H9N3S,3.0,1.0,0.0,-1.71
8950,409.45,3.13,4.0,4.0,86.63,8.0,N,0.0,3.68,,3.96,0.64,ACID,409.45,2.0,28.0,0.5,409.1159,C20H21F2NO4S,5.0,3.0,0.0,-0.25
8951,317.36,2.2,3.0,3.0,66.4,6.0,N,0.0,3.64,,2.61,-0.72,ACID,317.36,1.0,21.0,0.7,317.0897,C14H17F2NO3S,4.0,2.0,0.0,-0.65
8953,309.43,2.71,3.0,3.0,66.4,8.0,N,0.0,4.18,,3.29,0.24,ACID,309.43,1.0,21.0,0.65,309.1399,C16H23NO3S,4.0,2.0,0.0,0.03
8954,333.48,4.33,2.0,2.0,40.71,9.0,N,0.0,,9.96,4.36,1.82,BASE,333.48,3.0,25.0,0.57,333.2205,C22H27N3,3.0,2.0,0.0,-0.52
8955,245.37,2.89,2.0,0.0,12.47,3.0,Y,0.0,,10.03,3.36,0.78,BASE,245.37,1.0,18.0,0.81,245.178,C16H23NO,2.0,0.0,0.0,0.28
8956,405.21,2.71,8.0,2.0,132.99,2.0,N,0.0,10.92,,3.79,3.79,NEUTRAL,405.21,3.0,25.0,0.38,404.0233,C15H13BrN6O3,9.0,3.0,0.0,-0.74
8957,455.62,5.1,5.0,1.0,72.47,12.0,N,1.0,12.56,,5.44,5.44,NEUTRAL,455.62,2.0,32.0,0.45,455.213,C26H33NO4S,5.0,1.0,1.0,-0.04
8958,190.27,2.7,2.0,1.0,28.68,3.0,Y,0.0,11.58,5.37,2.79,2.78,NEUTRAL,190.27,2.0,13.0,0.75,190.0565,C10H10N2S,2.0,1.0,0.0,-1.82
8959,191.26,2.1,3.0,1.0,41.57,3.0,Y,0.0,9.99,0.74,2.52,2.52,NEUTRAL,191.26,2.0,13.0,0.76,191.0517,C9H9N3S,3.0,1.0,0.0,-1.96
8960,245.37,2.89,2.0,0.0,12.47,3.0,Y,0.0,,10.03,3.36,0.78,BASE,245.37,1.0,18.0,0.81,245.178,C16H23NO,2.0,0.0,0.0,0.28
8961,371.52,6.15,2.0,0.0,12.47,8.0,N,1.0,,6.12,6.91,6.88,NEUTRAL,371.52,3.0,28.0,0.35,371.2249,C26H29NO,2.0,0.0,1.0,-0.31
8962,245.29,0.99,6.0,1.0,55.21,3.0,N,0.0,,4.41,1.37,1.37,NEUTRAL,245.29,2.0,18.0,0.87,245.1277,C12H15N5O,6.0,1.0,0.0,-2.13
8963,450.51,5.54,7.0,1.0,74.22,7.0,N,1.0,7.73,,5.02,4.85,NEUTRAL,450.51,4.0,32.0,0.37,450.1137,C25H22O6S,6.0,1.0,1.0,-0.13
8964,346.19,2.41,6.0,2.0,89.85,1.0,N,0.0,11.42,,3.4,3.4,NEUTRAL,346.19,3.0,21.0,0.66,345.0225,C14H12BrN5O,6.0,3.0,0.0,-0.42
8965,243.35,2.67,2.0,0.0,12.47,3.0,Y,0.0,,9.05,3.21,1.56,BASE,243.35,1.0,18.0,0.76,243.1623,C16H21NO,2.0,0.0,0.0,0.46
8966,243.35,2.59,2.0,1.0,23.47,2.0,Y,0.0,10.61,9.91,2.53,0.41,BASE,243.35,1.0,18.0,0.86,243.1623,C16H21NO,2.0,1.0,0.0,0.53
8968,533.73,6.13,5.0,1.0,72.47,10.0,N,2.0,12.58,,6.63,6.63,NEUTRAL,533.73,2.0,38.0,0.37,533.26,C32H39NO4S,5.0,1.0,2.0,-0.13
8969,411.59,6.96,2.0,0.0,12.47,8.0,N,1.0,,6.5,7.62,7.57,NEUTRAL,411.59,3.0,31.0,0.4,411.2562,C29H33NO,2.0,0.0,1.0,-0.36
8970,434.51,5.83,6.0,0.0,53.99,7.0,N,1.0,,,5.32,5.32,NEUTRAL,434.51,4.0,31.0,0.34,434.1188,C25H22O5S,5.0,0.0,1.0,-0.38
8971,452.55,5.33,4.0,1.0,64.35,8.0,N,1.0,3.87,1.94,6.01,2.88,ACID,452.55,4.0,34.0,0.39,452.21,C29H28N2O3,5.0,1.0,1.0,-0.47
8972,257.38,2.89,2.0,0.0,12.47,3.0,Y,0.0,,10.19,3.26,0.55,BASE,257.38,1.0,19.0,0.83,257.178,C17H23NO,2.0,0.0,0.0,0.29
8973,565.66,5.22,7.0,1.0,98.77,12.0,N,2.0,12.07,,5.44,5.44,NEUTRAL,565.66,3.0,40.0,0.24,565.1934,C31H32FNO6S,7.0,1.0,2.0,-0.23
8975,541.82,6.99,3.0,3.0,86.63,6.0,N,2.0,4.38,0.75,6.06,3.15,ACID,541.82,0.0,39.0,0.25,541.4131,C34H55NO4,5.0,3.0,2.0,2.36
8976,203.28,1.77,2.0,1.0,21.26,1.0,Y,0.0,,11.13,2.1,-1.02,BASE,203.28,1.0,15.0,0.75,203.131,C13H17NO,2.0,1.0,0.0,1.15
8977,203.28,1.77,2.0,1.0,21.26,1.0,Y,0.0,,11.13,2.1,-1.02,BASE,203.28,1.0,15.0,0.75,203.131,C13H17NO,2.0,1.0,0.0,1.15
8978,347.33,1.39,8.0,1.0,108.75,7.0,N,0.0,11.21,,1.01,1.01,NEUTRAL,347.33,2.0,25.0,0.46,347.1117,C16H17N3O6,9.0,1.0,0.0,-0.99
8979,668.06,10.5,3.0,3.0,86.63,15.0,N,2.0,4.95,0.75,10.06,7.65,ACID,668.06,0.0,48.0,0.12,667.554,C43H73NO4,5.0,3.0,2.0,1.97
8980,717.05,9.8,4.0,4.0,115.73,12.0,N,2.0,3.92,0.75,8.93,5.73,ACID,717.05,1.0,52.0,0.13,716.5128,C45H68N2O5,7.0,4.0,2.0,1.43
8981,717.05,9.2,4.0,4.0,115.73,12.0,N,2.0,3.66,0.75,8.5,5.18,ACID,717.05,1.0,52.0,0.13,716.5128,C45H68N2O5,7.0,4.0,2.0,1.58
8983,186.17,-1.5,5.0,2.0,84.32,4.0,N,0.0,9.71,,-1.26,-1.26,NEUTRAL,186.17,1.0,13.0,0.56,186.0641,C7H10N2O4,6.0,2.0,0.0,-0.27
8984,391.46,2.99,4.0,4.0,86.63,8.0,N,0.0,3.69,,3.82,0.5,ACID,391.46,2.0,27.0,0.52,391.1254,C20H22FNO4S,5.0,3.0,0.0,-0.09
8986,419.5,2.57,6.0,5.0,116.09,9.0,N,0.0,3.56,,3.21,-0.15,ACID,419.5,2.0,29.0,0.4,419.1403,C21H25NO6S,7.0,4.0,0.0,0.5
8987,505.64,4.86,6.0,2.0,92.7,11.0,N,1.0,9.5,,5.38,5.38,NEUTRAL,505.64,3.0,36.0,0.36,505.1923,C29H31NO5S,6.0,2.0,1.0,0.07
8988,389.47,2.56,5.0,5.0,106.86,8.0,N,0.0,3.78,,3.37,0.09,ACID,389.47,2.0,27.0,0.45,389.1297,C20H23NO5S,6.0,4.0,0.0,0.24
8989,452.55,5.33,4.0,1.0,71.25,8.0,N,1.0,4.01,2.9,5.24,2.38,ACID,452.55,3.0,34.0,0.5,452.21,C29H28N2O3,5.0,1.0,1.0,-0.05
8990,453.54,5.67,4.0,1.0,72.56,8.0,N,1.0,3.8,0.51,6.06,2.8,ACID,453.54,4.0,34.0,0.37,453.194,C29H27NO4,5.0,1.0,1.0,-0.18
8991,352.42,0.57,6.0,1.0,105.13,5.0,N,0.0,6.33,,2.01,0.96,ACID,352.42,2.0,24.0,0.85,352.1205,C15H20N4O4S,8.0,1.0,0.0,-1.73
8992,251.29,2.53,2.0,0.0,37.38,3.0,Y,0.0,,,2.93,2.93,,251.29,2.0,19.0,0.79,251.0946,C16H13NO2,3.0,0.0,0.0,-0.74
8993,397.56,6.57,2.0,0.0,12.47,8.0,N,1.0,,6.63,7.17,7.1,NEUTRAL,397.56,3.0,30.0,0.43,397.2406,C28H31NO,2.0,0.0,1.0,-0.36
8994,344.78,0.21,6.0,1.0,105.13,4.0,N,0.0,6.48,,1.06,0.13,ACID,344.78,2.0,22.0,0.85,344.0346,C12H13ClN4O4S,8.0,1.0,0.0,-2.12
8995,408.89,4.21,5.0,2.0,85.17,4.0,N,0.0,12.52,6.21,3.74,3.72,NEUTRAL,408.89,3.0,29.0,0.67,408.1353,C22H21ClN4O2,6.0,2.0,0.0,-0.63
8996,309.43,2.56,3.0,3.0,66.4,7.0,N,0.0,4.18,,3.21,0.16,ACID,309.43,1.0,21.0,0.68,309.1399,C16H23NO3S,4.0,2.0,0.0,0.01
9000,389.07,5.14,2.0,0.0,37.38,3.0,N,1.0,,,5.35,5.35,,389.07,2.0,23.0,0.41,386.9387,C16H9Cl4NO2,3.0,0.0,1.0,-0.66
9001,433.53,2.87,6.0,4.0,105.09,10.0,N,0.0,3.55,,3.36,-0.01,ACID,433.53,2.0,30.0,0.43,433.1559,C22H27NO6S,7.0,3.0,0.0,0.29
9002,450.03,5.42,4.0,0.0,28.6,9.0,N,1.0,,7.92,6.35,5.71,NEUTRAL,540.06,3.0,32.0,0.44,449.2234,C29H34ClN3O5,4.0,0.0,1.0,-1.48
9003,387.5,3.16,4.0,4.0,86.63,8.0,N,0.0,3.96,,4.19,1.0,ACID,387.5,2.0,27.0,0.52,387.1504,C21H25NO4S,5.0,3.0,0.0,0.05
9004,222.2,0.58,5.0,1.0,100.96,4.0,N,0.0,14.0,,0.07,0.07,NEUTRAL,222.2,1.0,16.0,0.46,222.0753,C9H10N4O3,7.0,1.0,0.0,-1.57
9005,413.56,5.81,3.0,0.0,21.7,8.0,N,1.0,,4.31,6.55,6.55,NEUTRAL,413.56,3.0,31.0,0.47,413.2355,C28H31NO2,3.0,0.0,1.0,-0.51
9006,243.35,2.67,2.0,0.0,12.47,3.0,Y,0.0,,9.05,3.21,1.56,BASE,243.35,1.0,18.0,0.76,243.1623,C16H21NO,2.0,0.0,0.0,0.46
9007,257.38,2.89,2.0,0.0,12.47,3.0,Y,0.0,,10.19,3.26,0.55,BASE,257.38,1.0,19.0,0.83,257.178,C17H23NO,2.0,0.0,0.0,0.29
9008,416.57,4.68,4.0,0.0,24.94,9.0,N,0.0,,7.79,5.64,5.1,NEUTRAL,506.6,3.0,31.0,0.51,416.2464,C29H34N2O6,4.0,0.0,0.0,-0.87
9009,345.87,3.84,3.0,0.0,21.7,7.0,N,0.0,,6.01,4.44,4.43,NEUTRAL,435.9,2.0,24.0,0.76,345.1496,C22H26ClNO6,3.0,0.0,0.0,-1.24
9010,369.55,5.37,3.0,0.0,21.7,13.0,N,1.0,,10.0,6.1,3.55,BASE,459.58,2.0,27.0,0.44,369.2668,C26H37NO6,3.0,0.0,1.0,-0.64
9013,847.96,4.63,14.0,4.0,205.61,9.0,N,2.0,11.96,,4.32,4.32,NEUTRAL,847.96,2.0,61.0,0.15,847.3779,C46H57NO14,15.0,4.0,2.0,1.78
9014,799.87,2.64,15.0,6.0,240.75,8.0,N,3.0,11.75,,1.21,1.21,NEUTRAL,799.87,2.0,57.0,0.13,799.3415,C41H53NO15,16.0,6.0,3.0,1.87
9015,918.0,5.41,16.0,4.0,227.98,10.0,N,3.0,11.76,,4.22,4.22,NEUTRAL,918.0,3.0,66.0,0.11,917.3834,C49H59NO16,17.0,4.0,3.0,1.52
9016,237.26,2.48,2.0,0.0,37.38,2.0,Y,0.0,,,2.64,2.64,,237.26,2.0,18.0,0.75,237.079,C15H11NO2,3.0,0.0,0.0,-0.89
9017,163.17,-2.97,5.0,5.0,92.95,1.0,N,0.0,12.91,8.06,-2.89,-3.63,NEUTRAL,163.17,0.0,11.0,0.28,163.0845,C6H13NO4,5.0,5.0,0.0,2.44
9018,445.17,6.7,2.0,0.0,37.38,7.0,N,1.0,,,7.12,7.12,,445.17,2.0,27.0,0.21,443.0013,C20H17Cl4NO2,3.0,0.0,1.0,-0.49
9020,415.57,5.0,5.0,0.0,40.16,14.0,N,0.0,,10.22,5.34,2.61,BASE,505.61,2.0,30.0,0.43,415.2723,C27H39NO8,5.0,0.0,0.0,-0.45
9021,333.48,4.28,2.0,1.0,31.92,8.0,N,0.0,,8.91,4.38,2.84,BASE,333.48,3.0,25.0,0.67,333.2205,C22H27N3,3.0,1.0,0.0,-0.55
9022,402.89,0.62,7.0,1.0,105.13,3.0,N,0.0,6.48,,1.58,0.65,ACID,402.89,2.0,25.0,0.81,402.0223,C14H15ClN4O4S2,8.0,1.0,0.0,-2.08
9023,372.83,0.91,6.0,1.0,105.13,5.0,N,0.0,6.48,,1.93,1.0,ACID,372.83,2.0,24.0,0.84,372.0659,C14H17ClN4O4S,8.0,1.0,0.0,-1.96
9024,420.54,2.18,7.0,2.0,96.69,4.0,N,0.0,13.21,6.51,0.66,0.61,NEUTRAL,420.54,2.0,29.0,0.79,420.1831,C20H28N4O4S,8.0,2.0,0.0,-0.61
9026,286.33,1.75,4.0,1.0,73.56,1.0,N,0.0,13.26,,1.02,1.02,NEUTRAL,286.33,1.0,21.0,0.85,286.1317,C16H18N2O3,5.0,1.0,0.0,0.28
9027,231.3,2.11,3.0,2.0,73.1,3.0,N,0.0,,2.43,1.79,1.79,NEUTRAL,231.3,1.0,17.0,0.36,231.1484,C12H17N5,5.0,2.0,0.0,-1.34
9028,305.43,3.68,2.0,2.0,54.7,7.0,N,0.0,,9.59,3.57,1.37,BASE,305.43,3.0,23.0,0.7,305.1892,C20H23N3,3.0,3.0,0.0,-0.33
9029,239.23,2.19,3.0,1.0,57.61,1.0,Y,0.0,7.88,,2.27,2.15,NEUTRAL,239.23,2.0,18.0,0.78,239.0582,C14H9NO3,4.0,1.0,0.0,-0.54
9030,239.23,2.19,3.0,1.0,57.61,1.0,Y,0.0,7.21,,2.27,1.87,NEUTRAL,239.23,2.0,18.0,0.78,239.0582,C14H9NO3,4.0,1.0,0.0,-0.61
9031,374.44,3.56,5.0,2.0,85.17,4.0,N,0.0,12.52,6.21,3.14,3.11,NEUTRAL,374.44,3.0,28.0,0.73,374.1743,C22H22N4O2,6.0,2.0,0.0,-0.48
9032,328.8,3.9,4.0,2.0,65.28,2.0,N,0.0,13.27,2.48,3.43,3.43,NEUTRAL,328.8,2.0,23.0,0.88,328.0979,C18H17ClN2O2,4.0,2.0,0.0,0.02
9035,323.46,2.95,3.0,3.0,66.4,8.0,N,0.0,4.22,,3.57,0.55,ACID,323.46,1.0,22.0,0.64,323.1555,C17H25NO3S,4.0,2.0,0.0,0.07
9036,238.25,2.07,3.0,1.0,63.4,1.0,N,0.0,,1.65,1.75,1.75,NEUTRAL,238.25,2.0,18.0,0.61,238.0742,C14H10N2O2,4.0,2.0,0.0,-1.0
9037,436.0,5.11,4.0,0.0,28.6,9.0,N,1.0,,7.89,6.22,5.61,NEUTRAL,526.03,3.0,31.0,0.47,435.2077,C28H32ClN3O5,4.0,0.0,1.0,-1.54
9038,275.36,1.85,6.0,1.0,55.21,6.0,N,0.0,,4.45,1.94,1.94,NEUTRAL,275.36,2.0,20.0,0.87,275.1746,C14H21N5O,6.0,1.0,0.0,-1.61
9039,259.36,2.62,5.0,1.0,45.98,5.0,N,0.0,,4.44,2.7,2.7,NEUTRAL,259.36,2.0,19.0,0.9,259.1797,C14H21N5,5.0,1.0,0.0,-1.57
9040,273.34,1.61,6.0,1.0,55.21,3.0,N,0.0,,4.4,1.77,1.77,NEUTRAL,273.34,2.0,20.0,0.92,273.159,C14H19N5O,6.0,1.0,0.0,-2.02
9041,839.93,4.44,15.0,4.0,218.75,8.0,N,2.0,11.76,,2.91,2.91,NEUTRAL,839.93,2.0,60.0,0.16,839.3728,C44H57NO15,16.0,4.0,2.0,1.72
9042,388.0,6.41,2.0,0.0,12.47,13.0,N,1.0,,10.8,7.31,4.16,BASE,478.03,2.0,27.0,0.37,387.2329,C26H36ClNO5,2.0,0.0,1.0,-0.9
9043,387.5,3.24,4.0,4.0,86.63,9.0,N,0.0,3.94,,4.12,0.92,ACID,387.5,2.0,27.0,0.5,387.1504,C21H25NO4S,5.0,3.0,0.0,0.21
9044,341.45,3.19,4.0,0.0,30.93,8.0,N,0.0,,6.8,3.68,3.59,NEUTRAL,431.49,2.0,25.0,0.74,341.1991,C23H29NO7,4.0,0.0,0.0,-0.75
9045,385.55,4.99,4.0,0.0,30.93,13.0,N,0.0,,10.22,5.5,2.77,BASE,475.58,2.0,28.0,0.49,385.2617,C26H37NO7,4.0,0.0,0.0,-0.55
9046,389.97,5.63,3.0,0.0,21.7,12.0,N,1.0,,10.22,6.26,3.53,BASE,480.0,2.0,27.0,0.47,389.2122,C25H34ClNO6,3.0,0.0,1.0,-0.91
9048,330.75,-0.18,6.0,1.0,105.13,3.0,N,0.0,6.48,,0.71,-0.23,ACID,330.75,2.0,21.0,0.84,330.019,C11H11ClN4O4S,8.0,1.0,0.0,-2.23
9049,436.99,4.51,5.0,0.0,41.49,9.0,N,0.0,,7.64,5.6,5.16,NEUTRAL,527.02,3.0,31.0,0.49,436.203,C27H31ClN4O5,5.0,0.0,0.0,-1.4
9050,341.5,4.94,3.0,0.0,21.7,11.0,N,0.0,,10.21,5.37,2.64,BASE,431.53,2.0,25.0,0.58,341.2355,C24H33NO6,3.0,0.0,0.0,-0.68
9051,434.51,5.83,6.0,0.0,53.99,7.0,N,1.0,,,5.32,5.32,NEUTRAL,434.51,4.0,31.0,0.34,434.1188,C25H22O5S,5.0,0.0,1.0,-0.33
9052,359.52,4.81,2.0,1.0,31.92,8.0,N,0.0,,9.2,4.79,2.96,BASE,359.52,3.0,27.0,0.63,359.2361,C24H29N3,3.0,1.0,0.0,-0.76
9053,293.41,3.68,2.0,0.0,12.47,3.0,N,0.0,,9.96,4.21,1.69,BASE,293.41,2.0,22.0,0.86,293.178,C20H23NO,2.0,0.0,0.0,0.0
9054,375.04,5.1,2.0,0.0,37.38,2.0,N,1.0,,,5.06,5.06,,375.04,2.0,22.0,0.42,372.9231,C15H7Cl4NO2,3.0,0.0,1.0,-0.78
9055,403.09,5.53,2.0,0.0,37.38,4.0,N,1.0,,,5.79,5.79,,403.09,2.0,24.0,0.38,400.9544,C17H11Cl4NO2,3.0,0.0,1.0,-0.65
9056,422.96,4.12,5.0,0.0,41.49,8.0,N,0.0,,6.82,5.16,5.06,NEUTRAL,512.99,3.0,30.0,0.55,422.1873,C26H29ClN4O5,5.0,0.0,0.0,-1.43
9057,414.41,2.41,8.0,1.0,92.68,4.0,N,0.0,,,1.62,1.62,NEUTRAL,414.41,2.0,30.0,0.76,414.1315,C22H22O8,8.0,1.0,0.0,1.51
9058,452.55,5.33,4.0,1.0,64.35,8.0,N,1.0,3.86,5.98,4.66,3.3,ACID,452.55,4.0,34.0,0.39,452.21,C29H28N2O3,5.0,1.0,1.0,-0.34
9059,167.28,2.13,2.0,1.0,26.02,3.0,Y,0.0,,9.74,1.96,-0.3,BASE,203.74,1.0,11.0,0.7,167.0769,C9H14ClNS,1.0,2.0,0.0,-0.74
9060,137.18,0.89,2.0,2.0,46.25,2.0,Y,0.0,10.41,9.66,0.68,-1.23,BASE,137.18,1.0,10.0,0.64,137.0841,C8H11NO,2.0,3.0,0.0,0.76
9061,135.21,1.58,1.0,1.0,26.02,3.0,Y,0.0,,10.05,1.83,-0.67,BASE,135.21,1.0,10.0,0.67,135.1048,C9H13N,1.0,2.0,0.0,0.18
9062,417.12,5.92,2.0,0.0,37.38,5.0,N,1.0,,,6.24,6.24,,417.12,2.0,25.0,0.26,414.97,C18H13Cl4NO2,3.0,0.0,1.0,-0.57
9063,366.42,3.79,5.0,1.0,82.79,3.0,N,0.0,13.24,,3.43,3.43,NEUTRAL,366.42,2.0,27.0,0.89,366.158,C21H22N2O4,6.0,1.0,0.0,-0.24
9064,369.55,5.37,3.0,0.0,21.7,13.0,N,1.0,,10.22,6.1,3.37,BASE,459.58,2.0,27.0,0.44,369.2668,C26H37NO6,3.0,0.0,1.0,-0.59
9065,420.54,2.18,7.0,2.0,96.69,4.0,N,0.0,13.21,6.51,0.66,0.61,NEUTRAL,420.54,2.0,29.0,0.79,420.1831,C20H28N4O4S,8.0,2.0,0.0,-0.61
9066,452.55,5.33,4.0,1.0,71.25,8.0,N,1.0,4.01,3.15,5.05,2.26,ACID,452.55,3.0,34.0,0.5,452.21,C29H28N2O3,5.0,1.0,1.0,-0.03
9067,267.35,1.54,3.0,3.0,66.4,6.0,N,0.0,4.08,,1.75,-1.36,ACID,267.35,1.0,18.0,0.68,267.0929,C13H17NO3S,4.0,2.0,0.0,-0.04
9068,465.04,5.72,4.0,0.0,24.94,10.0,N,1.0,,7.93,6.69,6.05,NEUTRAL,555.07,3.0,33.0,0.38,464.2231,C30H35ClN2O6,4.0,0.0,1.0,-1.12
9070,231.3,1.84,5.0,1.0,45.98,3.0,N,0.0,,4.49,1.98,1.98,NEUTRAL,231.3,2.0,17.0,0.88,231.1484,C12H17N5,5.0,1.0,0.0,-1.63
9071,287.37,1.63,6.0,0.0,46.42,3.0,N,0.0,,4.33,1.81,1.81,NEUTRAL,287.37,2.0,21.0,0.86,287.1746,C15H21N5O,6.0,0.0,0.0,-1.85
9072,531.08,4.52,6.0,2.0,98.76,6.0,N,1.0,12.52,6.21,3.79,3.77,NEUTRAL,531.08,3.0,36.0,0.49,530.1755,C26H31ClN4O4S,8.0,2.0,1.0,-0.95
9073,301.39,2.11,6.0,1.0,55.21,5.0,N,0.0,,4.4,2.81,2.81,NEUTRAL,301.39,2.0,22.0,0.92,301.1903,C16H23N5O,6.0,1.0,0.0,-1.75
9074,287.37,1.73,6.0,2.0,66.21,3.0,N,0.0,,4.44,1.3,1.3,NEUTRAL,287.37,2.0,21.0,0.9,287.1746,C15H21N5O,6.0,2.0,0.0,-1.43
9075,418.42,6.13,2.0,0.0,12.47,12.0,N,1.0,,10.56,7.03,4.03,BASE,508.45,2.0,26.0,0.41,417.1667,C25H34BrNO5,2.0,0.0,1.0,-0.89
9077,277.37,3.09,2.0,2.0,54.7,5.0,N,0.0,,9.58,2.93,0.79,BASE,277.37,3.0,21.0,0.75,277.1579,C18H19N3,3.0,3.0,0.0,-0.39
9078,427.27,2.34,6.0,2.0,113.92,4.0,N,0.0,6.37,,3.26,1.9,ACID,427.27,3.0,27.0,0.66,425.9956,C16H12Cl2N4O4S,8.0,2.0,0.0,-2.1
9079,490.52,1.49,9.0,3.0,166.6,8.0,N,0.0,12.03,,1.24,1.24,NEUTRAL,490.52,2.0,35.0,0.29,490.2176,C22H30N6O7,13.0,3.0,1.0,-0.88
9080,353.46,5.01,3.0,0.0,31.35,4.0,N,1.0,,0.03,4.84,4.84,NEUTRAL,353.46,1.0,18.0,0.71,350.9154,C10H10Cl5NO2,3.0,0.0,1.0,-0.58
9081,167.28,2.13,2.0,1.0,26.02,3.0,Y,0.0,,9.74,1.96,-0.3,BASE,203.74,1.0,11.0,0.7,167.0769,C9H14ClNS,1.0,2.0,0.0,-0.74
9082,384.85,1.14,6.0,1.0,105.13,4.0,N,0.0,6.48,,2.06,1.13,ACID,384.85,2.0,25.0,0.85,384.0659,C15H17ClN4O4S,8.0,1.0,0.0,-2.01
9083,356.79,0.38,6.0,1.0,105.13,5.0,N,0.0,6.48,,1.44,0.5,ACID,356.79,2.0,23.0,0.78,356.0346,C13H13ClN4O4S,8.0,1.0,0.0,-2.11
9085,427.27,2.34,6.0,2.0,113.92,4.0,N,0.0,6.39,,3.26,1.95,ACID,427.27,3.0,27.0,0.66,425.9956,C16H12Cl2N4O4S,8.0,2.0,0.0,-2.2
9086,431.15,6.31,2.0,0.0,37.38,6.0,N,1.0,,,6.68,6.68,,431.15,2.0,26.0,0.23,428.9857,C19H15Cl4NO2,3.0,0.0,1.0,-0.51
9087,412.9,1.97,6.0,2.0,113.92,4.0,N,0.0,6.47,,3.17,2.23,ACID,412.9,2.0,27.0,0.8,412.0972,C17H21ClN4O4S,8.0,2.0,0.0,-1.79
9088,400.46,1.36,6.0,1.0,105.13,5.0,N,0.0,6.33,,2.85,1.8,ACID,400.46,3.0,28.0,0.7,400.1205,C19H20N4O4S,8.0,1.0,0.0,-1.63
9089,466.58,6.04,4.0,1.0,64.35,9.0,N,1.0,3.94,1.95,6.39,3.28,ACID,466.58,4.0,35.0,0.33,466.2256,C30H30N2O3,5.0,1.0,1.0,-0.57
9090,450.54,5.56,4.0,1.0,64.35,8.0,N,1.0,3.76,2.24,5.72,2.57,ACID,450.54,4.0,34.0,0.38,450.1943,C29H26N2O3,5.0,1.0,1.0,-0.38
9091,359.94,5.63,2.0,0.0,12.47,11.0,N,1.0,,9.94,6.42,3.93,BASE,449.98,2.0,25.0,0.52,359.2016,C24H32ClNO5,2.0,0.0,1.0,-1.02
9092,371.52,6.04,2.0,0.0,12.47,8.0,N,1.0,,6.12,6.77,6.75,NEUTRAL,371.52,3.0,28.0,0.45,371.2249,C26H29NO,2.0,0.0,1.0,-0.22
9093,399.58,6.82,2.0,0.0,12.47,10.0,N,1.0,,6.67,7.48,7.41,NEUTRAL,399.58,3.0,30.0,0.35,399.2562,C28H33NO,2.0,0.0,1.0,-0.33
9094,453.54,5.67,4.0,1.0,72.56,8.0,N,1.0,3.74,0.72,6.06,2.77,ACID,453.54,4.0,34.0,0.37,453.194,C29H27NO4,5.0,1.0,1.0,0.04
