predbind_id,activity_id,site_id,prediction_method,confidence
7708563,184317,106,Single domain,high
7708564,184723,782,Single domain,high
7708565,184926,936,Single domain,high
7708566,185680,804,Single domain,high
7708567,186604,740,Single domain,high
7708568,188067,2495,Multi domain,medium
7708569,281912,286,Single domain,high
7708570,282381,506,Single domain,high
7708571,282555,196,Single domain,high
7708572,282611,729,Single domain,high
7708573,282967,1675,Single domain,high
7708574,283298,1124,Single domain,high
7708575,283631,106,Single domain,high
7708576,284500,936,Single domain,high
7708577,285009,1659,Single domain,high
7708578,285148,952,Single domain,high
7708579,286637,958,Multi domain,medium
7708580,287046,1536,Single domain,high
7708581,287253,1612,Single domain,high
7708582,376893,268,Single domain,high
7708583,377123,1034,Single domain,high
7708584,377703,380,Single domain,high
7708585,378271,160,Single domain,high
7708586,378387,898,Single domain,high
7708587,379880,196,Single domain,high
7708588,379890,196,Single domain,high
7708589,379895,353,Single domain,high
7708590,379898,353,Single domain,high
7708591,380031,936,Single domain,high
7708592,380304,353,Single domain,high
7708593,381230,898,Single domain,high
7708594,381681,658,Single domain,high
7708595,382185,35258,Single domain,high
7708596,382380,35258,Single domain,high
7708597,382798,353,Single domain,high
7708598,383032,1609,Single domain,high
7708599,88243,1238,Single domain,high
7708600,89675,76,Single domain,high
7708601,89677,899,Single domain,high
7708602,89841,353,Single domain,high
7708603,90186,196,Single domain,high
7708604,90323,1460,Single domain,high
7708605,90669,899,Single domain,high
7708606,91195,228,Single domain,high
7708607,91234,196,Single domain,high
7708608,91358,324,Single domain,high
7708609,92216,1154,Single domain,high
7708610,92222,1529,Single domain,high
7708611,93121,959,Single domain,high
7708612,93257,731,Multi domain,medium
7708613,93258,1255,Single domain,high
7708614,93323,1078,Single domain,high
7708615,93433,262,Single domain,high
7708616,93434,286,Single domain,high
7708617,93685,1662,Single domain,high
7708618,93770,169,Single domain,high
7708619,189428,286,Single domain,high
7708620,189471,391,Single domain,high
7708621,189548,577,Single domain,high
7708622,189743,1858,Single domain,high
7708623,189876,1510,Single domain,high
7708624,190219,2238,Multi domain,medium
7708625,190535,1460,Single domain,high
7708626,190593,1351,Single domain,high
7708627,190826,286,Single domain,high
7708628,191148,2238,Multi domain,medium
7708629,191410,658,Single domain,high
7708630,191957,391,Single domain,high
7708631,192577,740,Single domain,high
7708632,193005,2120,Single domain,high
7708633,194096,1482,Single domain,high
7708634,194245,1183,Single domain,high
7708635,287743,1009,Single domain,high
7708636,287786,353,Single domain,high
7708637,288311,1031,Single domain,high
7708638,288387,1225,Single domain,high
7708639,288405,1015,Single domain,high
7708640,288474,1129,Single domain,high
7708641,288704,196,Single domain,high
7708642,288946,163,Single domain,high
7708643,289056,1009,Single domain,high
7708644,289237,1460,Single domain,high
7708645,289315,234,Single domain,high
7708646,289720,728,Single domain,high
7708647,289961,196,Single domain,high
7708648,290899,1508,Single domain,high
7708649,291004,952,Single domain,high
7708650,291144,196,Single domain,high
7708651,291237,728,Single domain,high
7708652,291238,728,Single domain,high
7708653,291239,1575,Single domain,high
7708654,291511,1529,Single domain,high
7708655,291601,1460,Single domain,high
7708656,292285,286,Single domain,high
7708657,292405,1144,Single domain,high
7708658,292467,667,Single domain,high
7708659,292626,279,Single domain,high
7708660,293304,196,Single domain,high
7708661,293462,43,Single domain,high
7708662,293545,952,Single domain,high
7708663,293603,196,Single domain,high
7708664,293851,1688,Single domain,high
7708665,383867,122,Single domain,high
7708666,383869,261,Single domain,high
7708667,384101,936,Single domain,high
7708668,384531,353,Single domain,high
7708669,384672,196,Single domain,high
7708670,385408,268,Single domain,high
7708671,385539,1536,Single domain,high
7708672,385903,658,Single domain,high
7708673,386139,799,Single domain,high
7708674,386617,1871,Single domain,high
7708675,386755,1460,Single domain,high
7708676,386987,2453,Multi domain,medium
7708677,388741,196,Single domain,high
7708678,388989,610,Single domain,high
7708679,389313,84,Single domain,high
7708680,389642,23,Single domain,high
7708681,390044,286,Single domain,high
7708682,390181,1009,Single domain,high
7708683,390344,82,Single domain,high
7708684,390546,279,Single domain,high
7708685,95064,621,Single domain,high
7708686,95161,561,Single domain,high
7708687,95322,1825,Single domain,high
7708688,95505,1009,Single domain,high
7708689,95607,1009,Single domain,high
7708690,95849,28,Single domain,high
7708691,96224,560,Single domain,high
7708692,96253,1886,Single domain,high
7708693,97298,1201,Single domain,high
7708694,97501,799,Single domain,high
7708695,97582,1009,Single domain,high
7708696,97903,1911,Single domain,high
7708697,97904,1914,Single domain,high
7708698,98608,1009,Single domain,high
7708699,98625,2130,Multi domain,medium
7708700,100201,1154,Single domain,high
7708701,100202,1529,Single domain,high
7708702,100291,584,Single domain,high
7708703,195132,1665,Single domain,high
7708704,195360,1690,Single domain,high
7708705,195729,2238,Multi domain,medium
7708706,196081,658,Single domain,high
7708707,196714,799,Single domain,high
7708708,197501,234,Single domain,high
7708709,197608,1377,Single domain,high
7708710,198083,383,Single domain,high
7708711,198717,610,Single domain,high
7708712,198727,1612,Single domain,high
7708713,198911,286,Single domain,high
7708714,199234,1245,Single domain,high
7708715,199287,1120,Single domain,high
7708716,199288,1846,Single domain,high
7708717,199397,196,Single domain,high
7708718,200050,1512,Single domain,high
7708719,200450,500,Single domain,high
7708720,294289,2453,Multi domain,medium
7708721,294977,196,Single domain,high
7708722,295976,160,Single domain,high
7708723,296034,728,Single domain,high
7708724,296555,286,Single domain,high
7708725,297546,476,Single domain,high
7708726,297989,1605,Single domain,high
7708727,298682,952,Single domain,high
7708728,298742,2278,Single domain,high
7708729,299157,1605,Single domain,high
7708730,299916,1245,Single domain,high
7708731,390663,196,Single domain,high
7708732,390813,621,Single domain,high
7708733,391069,1814,Single domain,high
7708734,391084,510,Single domain,high
7708735,391096,958,Multi domain,medium
7708736,391396,1620,Single domain,high
7708737,391814,799,Single domain,high
7708738,392415,589,Single domain,high
7708739,392416,348,Single domain,high
7708740,392520,936,Single domain,high
7708741,392549,1593,Single domain,high
7708742,392635,258,Single domain,high
7708743,393663,936,Single domain,high
7708744,393827,196,Single domain,high
7708745,393943,792,Single domain,high
7708746,393959,109,Single domain,high
7708747,393960,109,Single domain,high
7708748,394026,491,Single domain,high
7708749,394324,196,Single domain,high
7708750,394503,794,Single domain,high
7708751,394620,728,Single domain,high
7708752,101337,584,Single domain,high
7708753,101338,584,Single domain,high
7708754,101652,1452,Single domain,high
7708755,101769,697,Single domain,high
7708756,102053,1620,Single domain,high
7708757,102054,589,Single domain,high
7708758,102270,1144,Single domain,high
7708759,102761,2376,Multi domain,medium
7708760,103432,794,Single domain,high
7708761,103652,800,Single domain,high
7708762,104760,1481,Single domain,high
7708763,105065,1911,Single domain,high
7708764,105228,506,Single domain,high
7708765,105333,448,Single domain,high
7708766,105520,1517,Single domain,high
7708767,105523,859,Single domain,high
7708768,105780,1083,Single domain,high
7708769,106025,1593,Single domain,high
7708770,106484,72,Single domain,high
7708771,201395,1183,Single domain,high
7708772,201690,500,Single domain,high
7708773,201778,1413,Single domain,high
7708774,202132,28,Single domain,high
7708775,202265,2495,Multi domain,medium
7708776,202537,683,Single domain,high
7708777,202956,278,Single domain,high
7708778,203090,476,Single domain,high
7708779,203205,1484,Single domain,high
7708780,203990,469,Single domain,high
7708781,204380,1484,Single domain,high
7708782,205267,853,Single domain,high
7708783,206561,380,Single domain,high
7708784,206593,1120,Single domain,high
7708785,300594,35258,Single domain,high
7708786,300728,1814,Single domain,high
7708787,300825,1040,Single domain,high
7708788,300994,1031,Single domain,high
7708789,301069,286,Single domain,high
7708790,301073,1660,Multi domain,medium
7708791,301103,1660,Multi domain,medium
7708792,302979,1814,Single domain,high
7708793,303310,1031,Single domain,high
7708794,304178,35258,Single domain,high
7708795,304281,1240,Single domain,high
7708796,304785,1688,Single domain,high
7708797,395171,196,Single domain,high
7708798,395177,196,Single domain,high
7708799,395207,1034,Single domain,high
7708800,395715,196,Single domain,high
7708801,395719,196,Single domain,high
7708802,396306,922,Single domain,high
7708803,396559,259,Single domain,high
7708804,396561,1005,Single domain,high
7708805,396614,1992,Single domain,high
7708806,396682,1620,Single domain,high
7708807,396685,1620,Single domain,high
7708808,396686,589,Single domain,high
7708809,397117,1675,Single domain,high
7708810,397771,792,Single domain,high
7708811,397772,1005,Single domain,high
7708812,397775,1005,Single domain,high
7708813,397816,1992,Single domain,high
7708814,397878,1156,Single domain,high
7708815,397897,35258,Single domain,high
7708816,397953,491,Single domain,high
7708817,398101,196,Single domain,high
7708818,398586,936,Single domain,high
7708819,399146,1015,Single domain,high
7708820,399302,1224,Single domain,high
7708821,399413,1057,Single domain,high
7708822,399460,514,Single domain,high
7708823,106848,707,Single domain,high
7708824,106852,707,Single domain,high
7708825,107648,821,Single domain,high
7708826,107862,936,Single domain,high
7708827,108044,1034,Single domain,high
7708828,108331,1484,Single domain,high
7708829,108338,1484,Single domain,high
7708830,109949,506,Single domain,high
7708831,110092,279,Single domain,high
7708832,110886,1351,Single domain,high
7708833,111742,99,Single domain,high
7708834,111868,707,Single domain,high
7708835,113590,353,Single domain,high
7708836,207376,228,Single domain,high
7708837,207598,468,Single domain,high
7708838,207600,1274,Single domain,high
7708839,207950,1484,Single domain,high
7708840,208807,1658,Single domain,high
7708841,209081,74,Single domain,high
7708842,209141,1484,Single domain,high
7708843,209213,28,Single domain,high
7708844,209697,1692,Single domain,high
7708845,210359,894,Single domain,high
7708846,210407,740,Single domain,high
7708847,210777,612,Single domain,high
7708848,211070,1449,Single domain,high
7708849,211488,1529,Single domain,high
7708850,212086,257,Single domain,high
7708851,212163,196,Single domain,high
7708852,305285,55,Single domain,high
7708853,305350,506,Single domain,high
7708854,305633,1690,Single domain,high
7708855,305988,731,Multi domain,medium
7708856,306117,1692,Single domain,high
7708857,306267,234,Single domain,high
7708858,306513,232,Single domain,high
7708859,306866,1508,Single domain,high
7708860,307144,958,Multi domain,medium
7708861,307281,985,Single domain,high
7708862,307584,961,Multi domain,medium
7708863,308045,1814,Single domain,high
7708864,308090,1302,Single domain,high
7708865,309214,378,Single domain,high
7708866,310001,778,Single domain,high
7708867,400147,196,Single domain,high
7708868,400750,196,Single domain,high
7708869,400754,196,Single domain,high
7708870,400862,703,Single domain,high
7708871,401326,2720,Single domain,high
7708872,401723,1992,Single domain,high
7708873,401727,1858,Single domain,high
7708874,401803,1429,Single domain,high
7708875,401847,798,Single domain,high
7708876,402202,561,Single domain,high
7708877,402264,1193,Single domain,high
7708878,402977,1575,Single domain,high
7708879,403103,792,Single domain,high
7708880,403475,1920,Single domain,high
7708881,403935,1593,Single domain,high
7708882,404540,72,Single domain,high
7708883,404629,1605,Single domain,high
7708884,404823,1005,Single domain,high
7708885,405410,728,Single domain,high
7708886,114513,196,Single domain,high
7708887,114599,196,Single domain,high
7708888,115624,936,Single domain,high
7708889,115928,1469,Single domain,high
7708890,116303,1078,Single domain,high
7708891,116307,1078,Single domain,high
7708892,116340,895,Single domain,high
7708893,116486,1911,Single domain,high
7708894,117324,226,Single domain,high
7708895,117577,353,Single domain,high
7708896,118712,707,Single domain,high
7708897,118893,782,Single domain,high
7708898,118900,941,Multi domain,medium
7708899,119315,111,Single domain,high
7708900,119606,1034,Single domain,high
7708901,119941,895,Single domain,high
7708902,119942,1658,Single domain,high
7708903,120054,2437,Single domain,high
7708904,120729,99,Single domain,high
7708905,213204,106,Single domain,high
7708906,214579,2039,Single domain,high
7708907,214640,1858,Single domain,high
7708908,214894,1529,Single domain,high
7708909,216040,2031,Single domain,high
7708910,216853,936,Single domain,high
7708911,217073,2453,Multi domain,medium
7708912,217098,2238,Multi domain,medium
7708913,217169,261,Single domain,high
7708914,217228,1578,Single domain,high
7708915,217475,28,Single domain,high
