ap_id,activity_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments,result_flag
7745,17127097,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7746,17127097,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7747,17127097,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7748,17127097,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7749,17127097,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7750,17127098,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7751,17127098,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
7752,17127098,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7753,17127098,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7754,17127098,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7755,17127098,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7756,17127098,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7757,17127098,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7758,17127098,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7759,17127099,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7760,17127099,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
7761,17127099,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7762,17127099,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7763,17127099,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7764,17127099,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7765,17127099,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7766,17127099,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7767,17127099,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7768,17127100,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7769,17127100,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
7770,17127100,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7771,17127100,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7772,17127100,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7773,17127100,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7774,17127100,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7775,17127100,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7776,17127100,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7777,17127101,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7778,17127101,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
7779,17127101,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7780,17127101,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7781,17127101,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7782,17127101,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7783,17127101,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7784,17127101,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7785,17127101,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7786,17127102,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7787,17127102,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
7788,17127102,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7789,17127102,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7790,17127102,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7791,17127102,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7792,17127102,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7793,17127102,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7794,17127102,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7795,17127103,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7796,17127103,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
7797,17127103,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7798,17127103,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7799,17127103,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7800,17127103,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7801,17127103,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7802,17127103,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7803,17127103,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7804,17127104,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7805,17127104,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
7806,17127104,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7807,17127104,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7808,17127104,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7809,17127104,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7810,17127104,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7811,17127104,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7812,17127104,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7813,17127105,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7814,17127105,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
7815,17127105,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7816,17127105,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7817,17127105,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7818,17127105,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7819,17127105,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7820,17127105,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7821,17127105,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7822,17127106,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7823,17127106,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
7824,17127106,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7825,17127106,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7826,17127106,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7827,17127106,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7828,17127106,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7829,17127106,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7830,17127106,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7831,17127107,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7832,17127107,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
7833,17127107,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7834,17127107,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7835,17127107,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7836,17127107,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7837,17127107,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7838,17127107,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7839,17127107,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7840,17127108,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7841,17127108,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
7842,17127108,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7843,17127108,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7844,17127108,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7845,17127108,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7846,17127108,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7847,17127108,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7848,17127108,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7849,17127109,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7850,17127109,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
7851,17127109,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7852,17127109,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7853,17127109,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7854,17127109,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7855,17127109,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7856,17127109,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7857,17127109,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7858,17127110,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7859,17127110,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
7860,17127110,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7861,17127110,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7862,17127110,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7863,17127110,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7864,17127110,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7865,17127110,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7866,17127110,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7867,17127111,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7868,17127111,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
7869,17127111,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7870,17127111,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7871,17127111,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7872,17127111,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7873,17127111,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7874,17127111,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7875,17127111,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7876,17127112,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7877,17127112,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
7878,17127112,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7879,17127112,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7880,17127112,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7881,17127112,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7882,17127112,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7883,17127112,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7884,17127112,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7885,17127113,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7886,17127113,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
7887,17127113,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7888,17127113,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7889,17127113,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7890,17127113,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7891,17127113,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7892,17127113,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7893,17127113,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7894,17127114,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7895,17127114,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
7896,17127114,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7897,17127114,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7898,17127114,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7899,17127114,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7900,17127114,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7901,17127114,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7902,17127114,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7903,17127115,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7904,17127115,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
7905,17127115,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7906,17127115,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7907,17127115,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7908,17127115,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7909,17127115,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7910,17127115,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7911,17127115,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7912,17127116,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7913,17127116,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
7914,17127116,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7915,17127116,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7916,17127116,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7917,17127116,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7918,17127116,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7919,17127116,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7920,17127116,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7921,17127117,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7922,17127117,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
7923,17127117,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7924,17127117,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7925,17127117,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7926,17127117,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7927,17127117,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7928,17127117,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7929,17127117,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7930,17127118,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7931,17127118,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
7932,17127118,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7933,17127118,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7934,17127118,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7935,17127118,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7936,17127118,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7937,17127118,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7938,17127118,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7939,17127119,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7940,17127119,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
7941,17127119,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7942,17127119,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7943,17127119,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7944,17127119,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7945,17127119,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7946,17127119,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7947,17127119,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7948,17127120,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7949,17127120,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
7950,17127120,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7951,17127120,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7952,17127120,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7953,17127120,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7954,17127120,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7955,17127120,TIME,=,24.0,hr,,TIME,=,24.0,hr,,,0
7956,17127120,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7957,17127121,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7958,17127121,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
7959,17127121,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7960,17127121,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7961,17127121,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7962,17127121,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,,0
7963,17127121,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
7964,17127121,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
7965,17127121,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7966,17127122,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7967,17127122,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
7968,17127122,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7969,17127122,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7970,17127122,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7971,17127122,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,,0
7972,17127122,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
7973,17127122,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
7974,17127122,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7975,17127123,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7976,17127123,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
7977,17127123,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7978,17127123,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7979,17127123,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7980,17127123,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,,0
7981,17127123,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
7982,17127123,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
7983,17127123,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7984,17127124,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7985,17127124,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
7986,17127124,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7987,17127124,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7988,17127124,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7989,17127124,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,,0
7990,17127124,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
7991,17127124,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
7992,17127124,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7993,17127125,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7994,17127125,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
7995,17127125,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7996,17127125,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7997,17127125,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7998,17127125,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,,0
7999,17127125,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
8000,17127125,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
8001,17127125,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
8002,17127126,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
8003,17127126,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
8004,17127126,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
8005,17127126,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
8006,17127126,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
8007,17127126,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,,0
8008,17127126,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
8009,17127126,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
8010,17127126,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
8011,17127127,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
8012,17127127,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
8013,17127127,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
8014,17127127,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
8015,17127127,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
8016,17127127,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,,0
8017,17127127,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
8018,17127127,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
8019,17127127,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
8020,17127128,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
8021,17127128,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
8022,17127128,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
8023,17127128,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
8024,17127128,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
8025,17127128,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,,0
8026,17127128,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
8027,17127128,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
8028,17127128,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
8029,17127129,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
8030,17127129,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
8031,17127129,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
8032,17127129,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
8033,17127129,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
8034,17127129,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,,0
8035,17127129,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
8036,17127129,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
8037,17127129,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
8038,17127130,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
8039,17127130,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
8040,17127130,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
8041,17127130,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
8042,17127130,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
8043,17127130,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,,0
8044,17127130,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
8045,17127130,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
8046,17127130,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
